,0
0,0.5253712972318864
1,-0.8122387023061517
2,1.205397816346492
3,-0.7283922289379096
4,1.6193552934497641
5,-2.257597601500312
6,-0.34130792966900164
7,-0.2694491526008943
8,0.4815988709251322
9,0.14837796021711544
10,0.23926179789484134
11,-0.06424349992919631
12,-0.7205406471506837
13,1.1547225095593354
14,0.22476901604180877
15,0.8075735163506582
16,2.3217175289819365
17,-0.1713775170645802
18,-1.8846603933120634
19,0.40195491046930976
20,0.256693986509001
21,-0.6560096462340764
22,-0.30105703806095385
23,-0.026187857202513445
24,-0.37893831579177617
25,-0.8266587263926546
26,0.5780998465885118
27,-0.7721938435382643
28,-0.06470958410399902
29,-0.5671678749756266
30,-0.12499661959057756
31,-0.7449652852153549
32,-0.6426957500330177
33,-2.6540227299749133
34,0.7039859720900559
35,0.8219553499480073
36,-0.7961526410471584
37,-1.3729345788132024
38,-0.03386698197196677
39,0.7901674892439357
40,-0.24928762469545773
41,-0.7015757981753241
42,-0.9433801430485774
43,-0.06491483223058468
44,-0.04282935553236449
45,0.12926923760772013
46,1.7472704451043348
47,0.34306120451128524
48,0.7398468164630855
49,-1.963141538798765
50,-0.2530259590305116
51,0.16282240902769135
52,-0.5253506013628747
53,0.8129505700653399
54,-2.186589280750787
55,-1.0336629778069184
56,0.7284462763284478
57,-0.5755969161752987
58,-0.49514000702589606
59,-1.4922069895545975
60,-0.33048020018926644
61,0.6251048506742931
62,0.5712471824872196
63,-0.23080913778300496
64,-0.976198160252892
65,-0.2699175662519511
66,2.343603321768223
67,0.6141048187691837
68,0.43641098448206406
69,-1.3952631127608623
70,-0.30189879212589693
71,-0.2592659600232168
72,-0.5858535075498753
73,-0.14921837438990787
74,0.2812476592049182
75,0.5800150321709457
76,0.04422400033449188
77,0.517144446477784
78,0.9309627481241216
79,-2.472228823133496
80,0.10148944739108207
81,-0.11061916946960625
82,1.7599724268489054
83,0.6949546208878302
84,-1.5488113832099615
85,-0.28435723520992273
86,-1.817834835605119
87,1.4271674954653226
88,-0.27355432484644165
89,-1.4253639592178153
90,-0.24335426034961893
91,-0.5466760123987305
92,-0.061643805744821624
93,0.9010955834782438
94,0.7792762344090268
95,-0.060290979812802216
96,0.4363552394985495
97,0.7029825163528767
98,-0.7235324231861417
99,-0.5892126965504075
100,0.09093695862077772
101,-0.1410374481696178
102,0.7485304705476701
103,0.31021446220755744
104,-0.3032360748513459
105,0.9897712648659339
106,-1.528077651449325
107,-0.3259814699050856
108,0.1460977210932192
109,-0.8374563609626848
110,1.6012734531346429
111,0.1903904081501421
112,-0.5617929103560094
113,-0.155075336708802
114,-0.22225071495270277
115,-0.841980519664453
116,-0.27799412865190476
117,0.9588231078358374
118,0.7650152855181833
119,-2.5341723867613184
120,-0.6703030908878447
121,-0.5215608112892537
122,-0.9768811825062952
123,0.5063710107237518
124,1.1974735309593914
125,0.23879441966259907
126,0.058217470427452116
127,0.9760622552389601
128,-0.7832784659978268
129,-0.17294811929800347
130,-0.8707225128663261
131,-0.06286315003889496
132,-0.1184854429399407
133,-1.2907273233678065
134,-0.6334803151885081
135,-0.04753300157253557
136,0.21769075189502982
137,-0.21475443438765524
138,0.7438629882478195
139,0.0805723266372633
140,-2.3538938523325172
141,0.9296579249034171
142,0.5142504401878341
143,0.6084615297201648
144,1.6664623696936567
145,1.1046205981638837
146,0.4417030123946171
147,-0.8027422451162878
148,0.46189108560670816
149,0.8440582553990343
150,-0.27044398808307774
151,-0.3491036769479679
152,-1.2649890476868255
153,-0.07763905430951593
154,0.0014162973192377653
155,-1.2807174288085816
156,-0.6072807896740833
157,0.879264927188531
158,2.173746812938172
159,0.5278192847697892
160,-0.7838040755156581
161,-0.11751124204945008
162,-0.06428538557476174
163,1.8041202011658202
164,-0.7200879570316407
165,0.961952630732772
166,-0.2804185653184909
167,-1.9862957463042696
168,0.562095330831485
169,-0.6703874110447037
170,-0.7788244472636189
171,-0.2526183826344475
172,-0.40769374857887464
173,0.3776600811324741
174,-0.2084046893950081
175,-1.1581527099384572
176,-0.40403823502193026
177,0.3585146822833032
178,-0.6680364227947005
179,1.049695333485658
180,-0.1518755689405047
181,-1.42257158296185
182,-1.007474872253948
183,1.5288330076697303
184,0.8205269629473277
185,0.5514449262361386
186,0.5738963577834053
187,0.5185794505084649
188,1.2486375138334491
189,-1.1773245111055526
190,1.4292244831423353
191,0.22447416551031946
192,-0.6457046885431533
193,-0.3919262945628007
194,-0.42001677949214544
195,1.47322431416792
196,-0.02825333984800775
197,0.6288967093212839
198,1.752217244970407
199,1.637512816261996
200,0.2831915802608521
201,2.0315279064546243
202,-1.2217454226327011
203,-0.9858373822040923
204,-0.05743686125212647
205,1.036589514062427
206,-0.08297721095733172
207,1.5609271920752856
208,-0.69745549523306
209,0.38955077447222686
210,-0.7233240063469769
211,-0.6182573890713101
212,0.3168293911644495
213,-0.10028368381691004
214,-2.7173681980327498
215,-0.6114820536564404
216,1.5359722532546844
217,0.02069794507819466
218,-0.6924312399188001
219,-1.3831127298992265
220,0.24521120585753922
221,0.5738710418109164
222,-0.524188658318113
223,0.8226838805052518
224,0.5242531649836928
225,-0.5273513379535998
226,-0.14598012224538828
227,0.1713853604140212
228,0.06860575888672757
229,-1.878353036543334
230,0.5666111747946506
231,-0.8533874826467264
232,-0.8078505153043403
233,-0.049315817133748656
234,-0.7624624787724462
235,0.3493227737488928
236,0.17747367002490502
237,0.8735159037790066
238,0.7236752102366119
239,1.5996035600868028
240,-0.644741123699974
241,0.46276044851038645
242,0.08074682331494937
243,0.3583150364699799
244,-0.12104711389828832
245,1.1358533889555014
246,0.5815729577297895
247,-0.33299243699453723
248,-0.6032112508801891
249,1.967659695055494
250,-1.342683728678236
251,1.1892528061565955
252,0.9849372183302337
253,1.6585313562739297
254,-0.3720303667673638
255,-0.4563274710183261
256,-0.49700172027601447
257,-0.868004446194299
258,0.2285664917295534
259,1.4781308494543983
260,-0.4938471528385606
261,1.4770646717369476
262,-1.1295343382449354
263,0.17657033265003513
264,-0.0984151664459922
265,0.14232524441131264
266,0.44754083058381544
267,1.6368321585449255
268,0.3415003606813124
269,-1.1195750969573175
270,-0.14253320449281373
271,0.6226615576109661
272,0.5283574362820836
273,1.2489571330027627
274,-0.2602820676391876
275,-1.049195690855117
276,-0.2747558388218114
277,0.9238600196965889
278,1.5483177825014711
279,-0.49284459581396084
280,-1.214560523873822
281,-0.3787401536531084
282,-1.3474719176495105
283,0.4742087161505563
284,-0.8416615248653461
285,0.1282963297601542
286,-0.6503096758157488
287,1.1428729646323945
288,0.5339954637978347
289,-1.2598999147311976
290,-0.005663799661679354
291,-1.2134694689751402
292,1.0400197351178162
293,0.7144471519350192
294,0.6895429761878584
295,0.9598388557033873
296,0.39790786703353315
297,-1.0463920729813392
298,0.448380563196208
299,0.9154748150847847
300,-0.8395177371933767
301,-0.3507201283619008
302,-0.2729366784976604
303,-0.2592934618997712
304,-0.22374602588506629
305,0.18616642071856015
306,-2.449202520469828
307,0.2828882133207594
308,-0.04465233489576097
309,-0.35300648729753936
310,-0.061093364541524524
311,0.0038470047420373727
312,1.5540409759267815
313,0.20050042697321377
314,0.8972420013945799
315,-1.1782286504590846
316,-1.453327534061881
317,0.374027319844976
318,0.2578807282913061
319,-0.9029758992461059
320,1.5582752425651625
321,-1.3249863792814691
322,-1.032436215772842
323,1.1280570359020226
324,1.5359628284139781
325,0.7130945388880391
326,0.2777468773218556
327,-0.11838660359144197
328,-0.9080287898718936
329,0.019472597588927724
330,-1.1024549998548627
331,-0.49907667869120503
332,1.4734340970945725
333,-0.8677215952678039
334,-1.169308696961142
335,0.6473020396763126
336,0.19488721603678325
337,2.090194171763553
338,0.2893028153483332
339,0.9709175890925035
340,1.2155974139137473
341,-0.8810539616836883
342,-0.07318520061720879
343,1.1189174460279199
344,-0.9887784386680498
345,0.001684851737898424
346,-0.6559103740585837
347,-0.12747095387239224
348,-0.3998808701550525
349,-1.0856631206434073
350,-0.6394322732380869
351,0.0507964240821934
352,-0.0723266612721055
353,1.3936290201521089
354,1.8071314469989521
355,-0.4060820650824103
356,0.3817898806004903
357,0.7997153913138272
358,1.725325691856635
359,0.025744458430025197
360,1.358962929675791
361,-1.5949165529335247
362,-0.46538620561794886
363,-1.2494453359678965
364,0.20831348924235282
365,-0.14997705629967759
366,-0.8709207364649314
367,0.9141287519742237
368,0.44305235902570567
369,-1.6239353151529905
370,-0.7158113134833798
371,1.0053335368489322
372,-0.16806849850802286
373,-0.24368603312245884
374,-0.15578935090001547
375,-0.34690063248150477
376,0.6562859975088585
377,0.11714231565963737
378,-2.818470342756029
379,0.7590030099500868
380,1.182898127197035
381,-1.4663107033135159
382,-1.0576941846629135
383,-0.07978240098175819
384,0.8531919079816177
385,-1.0881799990735856
386,-1.831563713153084
387,1.0276369594358452
388,0.2698598164305213
389,-0.19911177477100458
390,1.615114897770948
391,-1.5185802626643277
392,2.508158470582027
393,0.08707905796151089
394,1.015156352978233
395,0.9173481759430177
396,-0.00587551870714443
397,0.24934684864709786
398,0.31879313329873576
399,0.42955319061431463
400,0.028685318059953654
401,1.1714730404647875
402,-0.9390772431900996
403,-2.00868351196624
404,0.3179083403218864
405,0.03596771622596284
406,-0.14810454203973086
407,1.356611549434144
408,-0.14615936710387495
409,1.2411818164779167
410,0.031916488170045734
411,1.8075409121559882
412,-0.3210418472308588
413,1.9713829139959063
414,0.9251932446699077
415,1.2144775767865703
416,0.10106648030939969
417,-0.9564399148772279
418,-0.028041420883527467
419,0.8305736152263902
420,-0.4402982987613872
421,1.1021335006441015
422,-1.3163640159614656
423,1.5787982983955091
424,0.48305818171778464
425,-0.8844096281834619
426,0.9236216133625047
427,0.04729838119452511
428,2.1453762182156573
429,1.2224833587687511
430,-1.2010267195621924
431,0.5389973127449718
432,-0.6074283257402104
433,-1.674273219522224
434,-0.09511493112489422
435,-0.675223109793255
436,0.6136102739695288
437,0.5427260404288281
438,-1.4262058530817359
439,0.8990592936880398
440,-1.6992739099764065
441,-2.274007855576121
442,0.4659270465262219
443,0.22606659860514322
444,0.012058175575179696
445,0.47648196226410255
446,-0.7338544794963132
447,-1.1444416097367207
448,-0.2820488850058027
449,0.5127569434052769
450,0.23764892108722732
451,-0.5356192609300932
452,0.23438768254722228
453,-0.17295431932920038
454,-0.4524091563573408
455,-0.30334871048961687
456,0.36561657272526055
457,-0.06328362945568877
458,-0.6048282455414574
459,1.5935919071310738
460,0.022978345605354004
461,1.1105131134287667
462,-0.09827969189596517
463,-0.9287169569849774
464,-0.44681078166927846
465,-0.08977404821442113
466,0.42684036189446906
467,-0.36732333007216283
468,-0.6544826822079337
469,2.0424995931047634
470,0.7250374649401025
471,1.0741512444227403
472,-1.3229362162535152
473,-0.7873396069475923
474,0.26709296270326655
475,1.6958953768956087
476,0.7207066562215283
477,1.29892736165458
